 Statistics List (1),Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6
6,                         Farm Household Population by Sex and Age Group,Statistics Table,Statistics Korea,5Annual (2005 ~ 2005),"Statistical Database -> Agriculture and Forestry -> Census Of Agriculture, Forestry And Fisheries -> Agriculture -> 2005 -> Farm Household Population -> Farm Household Population by Sex and Age Group", -> K1 -> K1_10 -> MT_CTITLE_m -> MT_CTITLE_m9 -> MT_CTITLE_m92 -> 
5,                    Crops,,,,"Statistical Database -> Agriculture and Forestry -> Census Of Agriculture, Forestry And Fisheries -> Agriculture -> 2005 -> Crops", -> K1 -> K1_10 -> MT_CTITLE_m -> MT_CTITLE_m9 -> MT_CTITLE_m93
6,                         Farm households by Harvest Area/Total Area,Statistics Table,Statistics Korea,5Annual (2005 ~ 2005),"Statistical Database -> Agriculture and Forestry -> Census Of Agriculture, Forestry And Fisheries -> Agriculture -> 2005 -> Crops -> Farm households by Harvest Area/Total Area", -> K1 -> K1_10 -> MT_CTITLE_m -> MT_CTITLE_m9 -> MT_CTITLE_m93 -> 
6,                         No. of Farm Households Harvesting Green House Crops / Total Area,Statistics Table,Statistics Korea,5Annual (2005 ~ 2005),"Statistical Database -> Agriculture and Forestry -> Census Of Agriculture, Forestry And Fisheries -> Agriculture -> 2005 -> Crops -> No. of Farm Households Harvesting Green House Crops / Total Area", -> K1 -> K1_10 -> MT_CTITLE_m -> MT_CTITLE_m9 -> MT_CTITLE_m93 -> 
6,                         No. of Farm Households by Sort of Growing Fruits / Total Area,Statistics Table,Statistics Korea,5Annual (2005 ~ 2005),"Statistical Database -> Agriculture and Forestry -> Census Of Agriculture, Forestry And Fisheries -> Agriculture -> 2005 -> Crops -> No. of Farm Households by Sort of Growing Fruits / Total Area", -> K1 -> K1_10 -> MT_CTITLE_m -> MT_CTITLE_m9 -> MT_CTITLE_m93 -> 
5,                    Livestocks,,,,"Statistical Database -> Agriculture and Forestry -> Census Of Agriculture, Forestry And Fisheries -> Agriculture -> 2005 -> Livestocks", -> K1 -> K1_10 -> MT_CTITLE_m -> MT_CTITLE_m9 -> MT_CTITLE_m94
6,                         Number of Farm Households Raising Livestock and Their Heads,Statistics Table,Statistics Korea,5Annual (2005 ~ 2005),"Statistical Database -> Agriculture and Forestry -> Census Of Agriculture, Forestry And Fisheries -> Agriculture -> 2005 -> Livestocks -> Number of Farm Households Raising Livestock and Their Heads", -> K1 -> K1_10 -> MT_CTITLE_m -> MT_CTITLE_m9 -> MT_CTITLE_m94 -> 
6,                         No. of Households by Size of Raising Korean Beef Cattle and No. of Head,Statistics Table,Statistics Korea,5Annual (2005 ~ 2005),"Statistical Database -> Agriculture and Forestry -> Census Of Agriculture, Forestry And Fisheries -> Agriculture -> 2005 -> Livestocks -> No. of Households by Size of Raising Korean Beef Cattle and No. of Head", -> K1 -> K1_10 -> MT_CTITLE_m -> MT_CTITLE_m9 -> MT_CTITLE_m94 -> 
4,               Summary of Census agriculture,Statistics Table,Statistics Korea,5Annual (1960 ~ 2020),"Statistical Database -> Agriculture and Forestry -> Census Of Agriculture, Forestry And Fisheries -> Agriculture -> Summary of Census agriculture", -> K1 -> K1_10 -> MT_CTITLE_m -> 
3,          Fishery,,,,"Statistical Database -> Agriculture and Forestry -> Census Of Agriculture, Forestry And Fisheries -> Fishery", -> K1 -> K1_10 -> F31
4,               Marine Fisheries,,,,"Statistical Database -> Agriculture and Forestry -> Census Of Agriculture, Forestry And Fisheries -> Fishery -> Marine Fisheries", -> K1 -> K1_10 -> F31 -> F311
5,                    Summary of Marine Fishery Sector,Statistics Table,Statistics Korea,5Annual (1970 ~ 2020),"Statistical Database -> Agriculture and Forestry -> Census Of Agriculture, Forestry And Fisheries -> Fishery -> Marine Fisheries -> Summary of Marine Fishery Sector", -> K1 -> K1_10 -> F31 -> F311 -> 
5,                    2015,,,,"Statistical Database -> Agriculture and Forestry -> Census Of Agriculture, Forestry And Fisheries -> Fishery -> Marine Fisheries -> 2015", -> K1 -> K1_10 -> F31 -> F311 -> F311_2015
6,                         Fishery Household,,,,"Statistical Database -> Agriculture and Forestry -> Census Of Agriculture, Forestry And Fisheries -> Fishery -> Marine Fisheries -> 2015 -> Fishery Household", -> K1 -> K1_10 -> F31 -> F311 -> F311_2015 -> F311_2015_10
7,                              Fishery Households by Full-time and Part-time Fishery,Statistics Table,Statistics Korea,5Annual (2015 ~ 2015),"Statistical Database -> Agriculture and Forestry -> Census Of Agriculture, Forestry And Fisheries -> Fishery -> Marine Fisheries -> 2015 -> Fishery Household -> Fishery Households by Full-time and Part-time Fishery", -> K1 -> K1_10 -> F31 -> F311 -> F311_2015 -> F311_2015_10 -> 
7,                              Fishery Households by Type of Fishery,Statistics Table,Statistics Korea,5Annual (2015 ~ 2015),"Statistical Database -> Agriculture and Forestry -> Census Of Agriculture, Forestry And Fisheries -> Fishery -> Marine Fisheries -> 2015 -> Fishery Household -> Fishery Households by Type of Fishery", -> K1 -> K1_10 -> F31 -> F311 -> F311_2015 -> F311_2015_10 -> 
7,                              Fishery Households by No.of Fishery Household Members,Statistics Table,Statistics Korea,5Annual (2015 ~ 2015),"Statistical Database -> Agriculture and Forestry -> Census Of Agriculture, Forestry And Fisheries -> Fishery -> Marine Fisheries -> 2015 -> Fishery Household -> Fishery Households by No.of Fishery Household Members", -> K1 -> K1_10 -> F31 -> F311 -> F311_2015 -> F311_2015_10 -> 
7,                              Fishery Households by Main Aquaculture species,Statistics Table,Statistics Korea,5Annual (2015 ~ 2015),"Statistical Database -> Agriculture and Forestry -> Census Of Agriculture, Forestry And Fisheries -> Fishery -> Marine Fisheries -> 2015 -> Fishery Household -> Fishery Households by Main Aquaculture species", -> K1 -> K1_10 -> F31 -> F311 -> F311_2015 -> F311_2015_10 -> 
7,                              Fishery Households by Aquaculture species/Area of Culture Farm,Statistics Table,Statistics Korea,5Annual (2015 ~ 2015),"Statistical Database -> Agriculture and Forestry -> Census Of Agriculture, Forestry And Fisheries -> Fishery -> Marine Fisheries -> 2015 -> Fishery Household -> Fishery Households by Aquaculture species/Area of Culture Farm", -> K1 -> K1_10 -> F31 -> F311 -> F311_2015 -> F311_2015_10 -> 
6,                         Fishery Household Population,,,,"Statistical Database -> Agriculture and Forestry -> Census Of Agriculture, Forestry And Fisheries -> Fishery -> Marine Fisheries -> 2015 -> Fishery Household Population", -> K1 -> K1_10 -> F31 -> F311 -> F311_2015 -> F311_2015_20
7,                              Fishery Household Population by Age and Gender/Gender Ratio,Statistics Table,Statistics Korea,5Annual (2015 ~ 2015),"Statistical Database -> Agriculture and Forestry -> Census Of Agriculture, Forestry And Fisheries -> Fishery -> Marine Fisheries -> 2015 -> Fishery Household Population -> Fishery Household Population by Age and Gender/Gender Ratio", -> K1 -> K1_10 -> F31 -> F311 -> F311_2015 -> F311_2015_20 -> 
7,                              Fishery Household Population by Age Group and Gender,Statistics Table,Statistics Korea,5Annual (2015 ~ 2015),"Statistical Database -> Agriculture and Forestry -> Census Of Agriculture, Forestry And Fisheries -> Fishery -> Marine Fisheries -> 2015 -> Fishery Household Population -> Fishery Household Population by Age Group and Gender", -> K1 -> K1_10 -> F31 -> F311 -> F311_2015 -> F311_2015_20 -> 
6,                         Fishery Household Workers,,,,"Statistical Database -> Agriculture and Forestry -> Census Of Agriculture, Forestry And Fisheries -> Fishery -> Marine Fisheries -> 2015 -> Fishery Household Workers", -> K1 -> K1_10 -> F31 -> F311 -> F311_2015 -> F311_2015_30
7,                              Fishery Household Workers by Age and Gender,Statistics Table,Statistics Korea,5Annual (2015 ~ 2015),"Statistical Database -> Agriculture and Forestry -> Census Of Agriculture, Forestry And Fisheries -> Fishery -> Marine Fisheries -> 2015 -> Fishery Household Workers -> Fishery Household Workers by Age and Gender", -> K1 -> K1_10 -> F31 -> F311 -> F311_2015 -> F311_2015_30 -> 
6,                         Fishing Vessels,,,,"Statistical Database -> Agriculture and Forestry -> Census Of Agriculture, Forestry And Fisheries -> Fishery -> Marine Fisheries -> 2015 -> Fishing Vessels", -> K1 -> K1_10 -> F31 -> F311 -> F311_2015 -> F311_2015_40
7,"                              Fishing Vessels, Powered Vessels by Tonnage Groups",Statistics Table,Statistics Korea,5Annual (2015 ~ 2015),"Statistical Database -> Agriculture and Forestry -> Census Of Agriculture, Forestry And Fisheries -> Fishery -> Marine Fisheries -> 2015 -> Fishing Vessels -> Fishing Vessels, Powered Vessels by Tonnage Groups", -> K1 -> K1_10 -> F31 -> F311 -> F311_2015 -> F311_2015_40 -> 
5,                    2010,,,,"Statistical Database -> Agriculture and Forestry -> Census Of Agriculture, Forestry And Fisheries -> Fishery -> Marine Fisheries -> 2010", -> K1 -> K1_10 -> F31 -> F311 -> F311_1
6,                         Fishery Household,,,,"Statistical Database -> Agriculture and Forestry -> Census Of Agriculture, Forestry And Fisheries -> Fishery -> Marine Fisheries -> 2010 -> Fishery Household", -> K1 -> K1_10 -> F31 -> F311 -> F311_1 -> F311_1_1
7,                              Fishery Households by Full-time and Part-time Fishery,Statistics Table,Statistics Korea,5Annual (2010 ~ 2010),"Statistical Database -> Agriculture and Forestry -> Census Of Agriculture, Forestry And Fisheries -> Fishery -> Marine Fisheries -> 2010 -> Fishery Household -> Fishery Households by Full-time and Part-time Fishery", -> K1 -> K1_10 -> F31 -> F311 -> F311_1 -> F311_1_1 -> 
7,                              Fishery Households by Type of Fishery,Statistics Table,Statistics Korea,5Annual (2010 ~ 2010),"Statistical Database -> Agriculture and Forestry -> Census Of Agriculture, Forestry And Fisheries -> Fishery -> Marine Fisheries -> 2010 -> Fishery Household -> Fishery Households by Type of Fishery", -> K1 -> K1_10 -> F31 -> F311 -> F311_1 -> F311_1_1 -> 
7,                              Fishery Households by No.of Fishery Household Members,Statistics Table,Statistics Korea,5Annual (2010 ~ 2010),"Statistical Database -> Agriculture and Forestry -> Census Of Agriculture, Forestry And Fisheries -> Fishery -> Marine Fisheries -> 2010 -> Fishery Household -> Fishery Households by No.of Fishery Household Members", -> K1 -> K1_10 -> F31 -> F311 -> F311_1 -> F311_1_1 -> 
7,                              Fishery Households by Marital Status and Gender of Manager,Statistics Table,Statistics Korea,5Annual (2010 ~ 2010),"Statistical Database -> Agriculture and Forestry -> Census Of Agriculture, Forestry And Fisheries -> Fishery -> Marine Fisheries -> 2010 -> Fishery Household -> Fishery Households by Marital Status and Gender of Manager", -> K1 -> K1_10 -> F31 -> F311 -> F311_1 -> F311_1_1 -> 
7,                              Fishery Households by Motive of Engagement of Manager (engaged in fishery less than 5 years),Statistics Table,Statistics Korea,5Annual (2010 ~ 2010),"Statistical Database -> Agriculture and Forestry -> Census Of Agriculture, Forestry And Fisheries -> Fishery -> Marine Fisheries -> 2010 -> Fishery Household -> Fishery Households by Motive of Engagement of Manager (engaged in fishery less than 5 years)", -> K1 -> K1_10 -> F31 -> F311 -> F311_1 -> F311_1_1 -> 
7,                              Fishery Households by Employment period and No. of Korean/Foreigner Employees,Statistics Table,Statistics Korea,5Annual (2010 ~ 2010),"Statistical Database -> Agriculture and Forestry -> Census Of Agriculture, Forestry And Fisheries -> Fishery -> Marine Fisheries -> 2010 -> Fishery Household -> Fishery Households by Employment period and No. of Korean/Foreigner Employees", -> K1 -> K1_10 -> F31 -> F311 -> F311_1 -> F311_1_1 -> 
7,                              Fishery Households by Method of Fishing Fishery,Statistics Table,Statistics Korea,5Annual (2010 ~ 2010),"Statistical Database -> Agriculture and Forestry -> Census Of Agriculture, Forestry And Fisheries -> Fishery -> Marine Fisheries -> 2010 -> Fishery Household -> Fishery Households by Method of Fishing Fishery", -> K1 -> K1_10 -> F31 -> F311 -> F311_1 -> F311_1_1 -> 
7,                              Fishery Households by Catch Species,Statistics Table,Statistics Korea,5Annual (2010 ~ 2010),"Statistical Database -> Agriculture and Forestry -> Census Of Agriculture, Forestry And Fisheries -> Fishery -> Marine Fisheries -> 2010 -> Fishery Household -> Fishery Households by Catch Species", -> K1 -> K1_10 -> F31 -> F311 -> F311_1 -> F311_1_1 -> 
7,                              Fishery Households by Aquaculture Species/Area of Culture Farm,Statistics Table,Statistics Korea,5Annual (2010 ~ 2010),"Statistical Database -> Agriculture and Forestry -> Census Of Agriculture, Forestry And Fisheries -> Fishery -> Marine Fisheries -> 2010 -> Fishery Household -> Fishery Households by Aquaculture Species/Area of Culture Farm", -> K1 -> K1_10 -> F31 -> F311 -> F311_1 -> F311_1_1 -> 
7,                              Fishery Households by Sale Amount of Aquaculture Products,Statistics Table,Statistics Korea,5Annual (2010 ~ 2010),"Statistical Database -> Agriculture and Forestry -> Census Of Agriculture, Forestry And Fisheries -> Fishery -> Marine Fisheries -> 2010 -> Fishery Household -> Fishery Households by Sale Amount of Aquaculture Products", -> K1 -> K1_10 -> F31 -> F311 -> F311_1 -> F311_1_1 -> 
7,                              Fishery Households by Fishery-related Business,Statistics Table,Statistics Korea,5Annual (2010 ~ 2010),"Statistical Database -> Agriculture and Forestry -> Census Of Agriculture, Forestry And Fisheries -> Fishery -> Marine Fisheries -> 2010 -> Fishery Household -> Fishery Households by Fishery-related Business", -> K1 -> K1_10 -> F31 -> F311 -> F311_1 -> F311_1_1 -> 
6,                         Fishery Household Population,,,,"Statistical Database -> Agriculture and Forestry -> Census Of Agriculture, Forestry And Fisheries -> Fishery -> Marine Fisheries -> 2010 -> Fishery Household Population", -> K1 -> K1_10 -> F31 -> F311 -> F311_1 -> F311_1_2
7,                              Fishery Household Population by Age and Gender/Gender Ratio,Statistics Table,Statistics Korea,5Annual (2010 ~ 2010),"Statistical Database -> Agriculture and Forestry -> Census Of Agriculture, Forestry And Fisheries -> Fishery -> Marine Fisheries -> 2010 -> Fishery Household Population -> Fishery Household Population by Age and Gender/Gender Ratio", -> K1 -> K1_10 -> F31 -> F311 -> F311_1 -> F311_1_2 -> 
7,                              Fishery Household Population by Age Group and Gender,Statistics Table,Statistics Korea,5Annual (2010 ~ 2010),"Statistical Database -> Agriculture and Forestry -> Census Of Agriculture, Forestry And Fisheries -> Fishery -> Marine Fisheries -> 2010 -> Fishery Household Population -> Fishery Household Population by Age Group and Gender", -> K1 -> K1_10 -> F31 -> F311 -> F311_1 -> F311_1_2 -> 
6,                         Fishery Household Workers,,,,"Statistical Database -> Agriculture and Forestry -> Census Of Agriculture, Forestry And Fisheries -> Fishery -> Marine Fisheries -> 2010 -> Fishery Household Workers", -> K1 -> K1_10 -> F31 -> F311 -> F311_1 -> F311_1_3
7,                              Fishery Household Workers by Age and Gender,Statistics Table,Statistics Korea,5Annual (2010 ~ 2010),"Statistical Database -> Agriculture and Forestry -> Census Of Agriculture, Forestry And Fisheries -> Fishery -> Marine Fisheries -> 2010 -> Fishery Household Workers -> Fishery Household Workers by Age and Gender", -> K1 -> K1_10 -> F31 -> F311 -> F311_1 -> F311_1_3 -> 
6,                         Fishing Vessels,,,,"Statistical Database -> Agriculture and Forestry -> Census Of Agriculture, Forestry And Fisheries -> Fishery -> Marine Fisheries -> 2010 -> Fishing Vessels", -> K1 -> K1_10 -> F31 -> F311 -> F311_1 -> F311_1_4
7,"                              Fishing Vessels, Powered Vessels by Tonnage Groups",Statistics Table,Statistics Korea,5Annual (2010 ~ 2010),"Statistical Database -> Agriculture and Forestry -> Census Of Agriculture, Forestry And Fisheries -> Fishery -> Marine Fisheries -> 2010 -> Fishing Vessels -> Fishing Vessels, Powered Vessels by Tonnage Groups", -> K1 -> K1_10 -> F31 -> F311 -> F311_1 -> F311_1_4 -> 
7,                              Powered Vessels by Construction Material,Statistics Table,Statistics Korea,5Annual (2010 ~ 2010),"Statistical Database -> Agriculture and Forestry -> Census Of Agriculture, Forestry And Fisheries -> Fishery -> Marine Fisheries -> 2010 -> Fishing Vessels -> Powered Vessels by Construction Material", -> K1 -> K1_10 -> F31 -> F311 -> F311_1 -> F311_1_4 -> 
7,                              Powered Vessels by Annual Working Days,Statistics Table,Statistics Korea,5Annual (2010 ~ 2010),"Statistical Database -> Agriculture and Forestry -> Census Of Agriculture, Forestry And Fisheries -> Fishery -> Marine Fisheries -> 2010 -> Fishing Vessels -> Powered Vessels by Annual Working Days", -> K1 -> K1_10 -> F31 -> F311 -> F311_1 -> F311_1_4 -> 
